,Country,Region,Year,Water Source Type,Water Treatment Method,"Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²)
2811,Brazil,South,2015,Spring,Filtration,26,6,89.45,77000,65.11,37.03,87.29,213,23.82,92
2812,Indonesia,East,2013,Tap,,19,68,90.31,55462,43.25,85.1,38.91,2491,7.04,906
2813,Bangladesh,South,2015,River,Boiling,9,57,7.16,75034,88.51,29.25,81.66,2046,31.31,886
2814,Nigeria,West,2023,Lake,Boiling,44,39,14.04,15322,77.16,16.45,63.37,2461,20.81,885
2815,Brazil,East,2019,River,Boiling,32,92,82.95,86203,54.2,84.0,73.68,2296,24.46,285
2816,Indonesia,East,2007,Pond,Boiling,6,80,94.71,48601,0.26,53.18,87.05,1304,28.72,231
2817,USA,Central,2023,Pond,,41,93,32.15,98614,22.34,38.11,98.72,1770,16.65,550
2818,Pakistan,East,2002,Lake,Chlorination,43,24,2.84,44489,50.88,81.85,26.86,1077,0.31,657
2819,USA,South,2024,Well,Chlorination,45,77,33.63,99444,89.89,72.06,74.83,380,14.57,71
2820,Indonesia,Central,2018,Pond,Boiling,21,41,39.52,20970,62.86,76.6,96.7,871,16.55,407
2821,Brazil,East,2000,Tap,Boiling,42,85,76.58,92850,41.79,33.39,49.9,1069,14.68,175
2822,Pakistan,East,2001,Well,Boiling,16,43,6.66,35367,4.79,79.88,46.7,416,33.24,140
2823,Nigeria,West,2014,Spring,Chlorination,8,4,22.84,11334,59.73,61.98,74.4,1489,13.29,780
2824,China,East,2021,Pond,Filtration,39,27,89.61,57519,35.08,69.04,52.16,824,16.65,320
2825,Pakistan,North,2009,Tap,Chlorination,9,75,17.17,80896,53.74,34.99,37.16,2437,2.46,215
2826,Pakistan,Central,2017,Spring,,35,99,76.41,41166,76.64,29.6,32.92,2249,28.67,414
2827,Brazil,North,2021,Well,Chlorination,30,59,37.41,61956,80.37,42.65,35.41,1798,8.62,172
2828,Brazil,Central,2013,Lake,,30,76,66.94,78313,86.43,56.02,76.34,659,9.4,309
2829,Indonesia,West,2016,Spring,Boiling,4,20,9.24,81735,63.6,63.28,93.5,831,23.47,181
2830,India,East,2012,River,,17,95,30.08,88209,90.56,49.84,84.48,956,39.34,890
2831,Pakistan,East,2000,Lake,Boiling,5,48,43.63,4249,69.06,65.91,55.86,330,16.41,948
2832,Bangladesh,East,2004,Lake,Filtration,41,55,86.01,5246,78.39,66.67,62.29,729,13.09,178
2833,Pakistan,Central,2012,Well,Boiling,49,56,57.22,59278,68.55,63.29,69.61,1454,1.45,164
2834,Indonesia,East,2024,Well,Boiling,27,84,6.43,78617,87.19,30.09,66.4,2033,31.49,101
2835,Mexico,North,2013,Tap,Filtration,42,60,80.58,51085,22.29,45.71,97.48,431,10.45,165
2836,USA,East,2023,Tap,Boiling,23,37,7.34,78996,75.99,71.26,90.94,2663,30.75,14
2837,China,West,2002,River,Boiling,4,72,93.57,42899,11.72,80.96,23.48,1347,11.29,692
2838,India,North,2014,Lake,Boiling,27,1,22.75,28044,9.2,50.09,86.86,761,1.2,200
2839,Nigeria,East,2018,River,Chlorination,2,2,49.82,74139,49.16,88.94,29.12,376,19.93,560
2840,Nigeria,East,2016,River,,17,42,9.08,78990,30.02,23.98,75.22,1295,36.24,19
2841,Nigeria,South,2002,Well,Boiling,3,73,57.05,13513,56.34,27.95,42.85,2372,8.42,584
2842,Brazil,Central,2015,River,Chlorination,39,34,50.73,89927,67.77,46.86,81.87,2630,6.16,786
2843,Nigeria,North,2013,River,Boiling,48,72,42.2,70484,22.66,50.7,20.69,2432,7.39,93
2844,China,South,2011,Spring,,41,39,5.49,62008,69.99,43.96,50.58,283,27.61,486
2845,USA,West,2011,Tap,Boiling,31,95,88.14,9168,99.55,44.43,21.72,864,14.7,888
2846,Nigeria,Central,2010,Tap,,31,84,80.66,94177,76.0,48.98,96.28,2957,10.24,38
2847,Pakistan,North,2016,Lake,Chlorination,18,57,64.04,22212,17.38,35.61,21.23,2979,13.51,421
2848,Pakistan,East,2007,Tap,Chlorination,28,33,58.08,5694,63.37,20.48,32.42,1246,12.36,404
2849,Brazil,North,2016,Pond,Boiling,32,24,70.1,31049,0.95,86.49,63.14,1183,21.75,222
2850,China,East,2020,Lake,Filtration,1,55,16.11,47890,46.97,73.6,71.69,1105,5.33,876
2851,USA,Central,2024,Spring,,10,31,93.4,5850,53.33,75.19,78.32,2897,20.35,480
2852,India,East,2022,Tap,Boiling,46,21,29.9,6196,97.24,39.2,39.75,2137,12.47,230
2853,Indonesia,West,2019,Spring,Chlorination,32,88,66.34,98050,73.72,42.31,44.08,1930,37.31,792
2854,USA,East,2010,Tap,Boiling,40,64,61.46,42748,70.6,84.87,39.19,1320,16.87,730
2855,Indonesia,West,2024,Tap,,39,99,64.39,99072,53.24,87.83,39.53,1809,4.0,161
2856,Mexico,Central,2024,Spring,Boiling,0,20,88.14,26097,51.32,85.41,82.54,738,37.34,44
2857,Indonesia,Central,2001,River,,41,79,31.0,98893,99.21,61.41,95.84,2410,37.5,70
2858,Bangladesh,North,2009,River,Chlorination,16,95,75.4,35193,2.13,29.42,67.66,2309,7.02,285
2859,Pakistan,West,2009,River,Filtration,49,20,60.64,29531,30.32,58.4,32.59,601,32.66,835
2860,China,West,2010,Pond,Filtration,15,27,9.45,79647,13.38,57.13,25.23,462,34.48,968
2861,Ethiopia,South,2005,River,Chlorination,1,18,42.59,96144,31.5,82.66,39.13,398,14.22,621
2862,Brazil,South,2003,Tap,Chlorination,48,13,84.12,18032,46.36,34.93,34.22,1437,6.38,724
2863,Bangladesh,South,2023,Well,Boiling,3,86,32.9,29898,34.19,26.05,66.28,1731,31.94,768
2864,Indonesia,East,2011,Spring,Chlorination,31,23,49.26,82277,96.27,31.26,75.83,226,1.13,231
2865,Nigeria,South,2010,Well,Chlorination,6,19,49.89,75830,68.06,29.45,20.37,1204,24.78,709
2866,China,West,2022,Pond,,28,31,62.56,71333,72.8,61.87,55.17,1171,13.68,432
2867,Bangladesh,East,2022,Well,Boiling,8,73,88.63,92414,74.23,74.99,69.84,1418,23.84,413
2868,Brazil,Central,2024,Lake,,34,51,19.01,74232,89.92,39.45,35.43,1662,31.55,607
2869,Pakistan,North,2012,River,Boiling,4,64,51.45,92776,76.8,24.11,92.08,2570,33.15,609
2870,China,South,2004,Pond,Boiling,49,94,43.58,36329,1.62,37.45,63.92,544,39.94,963
2871,Brazil,Central,2005,Tap,Filtration,20,51,31.0,8515,26.14,53.72,47.63,1833,25.61,457
2872,Mexico,West,2000,River,Filtration,16,57,92.12,12242,98.91,63.16,21.49,1425,8.94,663
2873,Mexico,North,2005,River,Chlorination,38,78,2.8,4042,65.21,53.98,58.74,959,11.04,173
2874,Brazil,Central,2017,Well,Boiling,13,94,13.97,1873,6.81,30.54,46.88,1571,17.45,150
2875,Bangladesh,North,2021,Lake,Chlorination,31,91,73.87,70875,46.66,83.44,97.56,2258,33.94,266
2876,China,South,2008,River,,14,9,27.82,53831,98.08,45.03,50.3,634,14.67,512
2877,Bangladesh,West,2023,Spring,Chlorination,20,69,72.87,60492,99.28,46.72,93.68,1039,27.53,379
2878,India,North,2024,Spring,,13,14,83.56,77526,43.24,87.39,74.88,2395,1.8,612
2879,Indonesia,Central,2014,River,Filtration,40,46,26.95,98226,89.31,79.47,25.92,2117,17.2,278
2880,India,South,2007,Well,Filtration,15,90,20.81,30306,59.2,74.5,94.62,2516,6.68,172
2881,Mexico,South,2018,Well,,0,9,16.24,86434,50.94,24.62,33.48,2962,37.54,913
2882,Pakistan,Central,2023,Tap,,39,20,21.61,6549,41.19,77.05,55.84,435,31.66,539
2883,USA,Central,2015,Pond,,17,18,28.18,22542,89.21,46.42,93.84,842,5.55,683
2884,Indonesia,North,2005,Pond,Chlorination,33,67,87.14,43448,62.11,26.75,86.28,1110,16.07,61
2885,Mexico,East,2005,Pond,,25,21,77.46,26204,33.38,89.27,59.01,2499,3.22,335
2886,Bangladesh,South,2021,Lake,Boiling,35,62,2.18,26185,49.19,23.76,36.55,2815,29.86,67
2887,Bangladesh,North,2002,Well,,20,37,87.66,64951,44.41,83.76,60.74,1091,7.65,292
2888,Bangladesh,Central,2009,Tap,Filtration,0,14,9.72,52202,45.12,10.04,63.81,960,32.17,667
2889,Pakistan,North,2000,Spring,,26,69,66.22,74733,31.16,45.03,99.75,1425,2.96,66
2890,India,Central,2013,Pond,Filtration,10,74,16.84,40296,63.3,12.39,85.92,2496,22.92,389
2891,USA,West,2003,Spring,Filtration,37,43,8.1,26255,5.22,83.0,88.91,1013,24.33,891
2892,Bangladesh,Central,2011,Spring,Chlorination,13,29,76.46,33763,88.62,20.07,98.89,2620,13.37,18
2893,Ethiopia,Central,2005,River,,27,23,47.79,24021,41.54,63.85,61.87,375,6.57,713
2894,Indonesia,Central,2010,Lake,Filtration,26,85,60.71,66421,80.09,60.5,66.82,1448,12.95,600
2895,China,East,2011,Tap,Boiling,21,93,43.68,30844,72.95,72.33,56.36,1064,19.82,672
2896,Ethiopia,Central,2009,Lake,,20,45,8.58,77762,47.19,69.75,30.04,1886,38.76,836
2897,USA,South,2017,River,,23,3,74.48,38039,19.87,12.6,62.02,2686,17.88,716
2898,Pakistan,South,2006,Tap,Filtration,18,5,82.39,7780,56.22,41.07,66.61,1534,7.58,514
2899,USA,North,2006,Tap,Chlorination,23,37,6.06,18780,94.81,35.8,38.98,2301,1.04,722
2900,China,East,2010,Well,Chlorination,25,25,38.82,28930,18.58,87.83,82.63,2568,0.33,287
2901,Indonesia,North,2003,Lake,,24,18,56.62,56660,25.6,71.99,29.96,1442,16.67,443
2902,China,South,2019,Lake,,44,1,61.31,92946,99.3,66.64,60.16,1127,11.85,416
2903,Brazil,South,2000,Well,Chlorination,43,67,58.66,30094,89.26,45.37,73.02,1692,4.6,93
2904,Indonesia,West,2012,Spring,Chlorination,28,68,69.91,96501,54.95,81.28,24.39,2995,6.89,445
2905,USA,Central,2017,River,Boiling,9,46,96.75,34078,69.47,11.35,84.32,603,14.0,784
2906,Bangladesh,South,2008,Lake,,10,98,40.28,92014,44.31,28.28,44.33,546,27.47,382
2907,USA,North,2023,Well,,23,28,56.55,4294,40.41,65.6,77.42,2923,24.38,154
2908,USA,North,2023,Tap,,23,63,70.51,71343,44.32,50.67,28.66,688,3.2,908
2909,Indonesia,Central,2008,Pond,Chlorination,11,79,60.06,27480,41.44,52.7,69.62,2606,5.72,912
2910,Brazil,Central,2022,Well,Filtration,6,11,39.9,65252,67.56,43.31,64.58,1280,36.34,982
2911,USA,West,2008,Pond,Boiling,39,84,63.16,74157,33.05,23.32,32.0,1310,2.84,946
2912,Ethiopia,East,2009,Spring,Chlorination,16,72,65.71,5729,17.08,23.3,69.98,2625,7.95,754
2913,Mexico,North,2001,River,Chlorination,34,10,59.33,3455,70.66,33.56,75.31,1130,12.72,160
2914,Nigeria,Central,2005,Pond,Boiling,5,7,22.1,94634,3.13,47.46,59.88,2326,9.2,558
2915,Nigeria,North,2014,Spring,,11,59,51.59,49613,71.88,75.93,66.29,1586,11.63,845
2916,USA,Central,2002,Pond,Filtration,14,25,88.67,3453,26.32,45.75,90.99,1169,29.11,210
2917,Ethiopia,South,2010,Tap,Boiling,31,31,87.12,71220,19.03,81.82,75.82,507,3.8,463
2918,Bangladesh,North,2005,Tap,Filtration,22,38,75.58,17972,37.9,19.64,92.48,2134,14.09,518
2919,Pakistan,South,2002,Tap,,6,3,70.33,99120,11.75,31.74,64.19,1176,24.47,371
2920,Pakistan,North,2023,Tap,Filtration,37,97,17.02,12510,38.45,15.64,33.99,890,1.95,201
2921,Indonesia,East,2010,Well,,30,91,47.03,6738,10.23,50.8,39.7,2470,1.77,539
2922,Nigeria,West,2014,Tap,Chlorination,28,88,12.87,13246,48.35,17.2,34.11,2903,19.94,172
2923,USA,South,2012,Tap,,43,43,82.09,47288,17.62,73.65,46.82,363,35.99,288
2924,Pakistan,Central,2019,Well,Boiling,27,98,30.52,57622,13.0,13.18,58.2,1518,17.79,360
2925,USA,East,2009,Tap,Boiling,11,82,77.15,66430,57.91,48.03,40.47,850,16.27,221
2926,Indonesia,North,2005,Spring,,26,34,81.83,10265,62.52,43.65,58.05,2209,0.41,144
2927,Nigeria,South,2014,Spring,,3,50,89.46,17946,0.55,26.18,49.15,2559,29.31,710
2928,China,North,2024,Lake,Chlorination,20,50,75.88,84843,38.77,56.95,64.43,2417,6.56,853
2929,Mexico,North,2017,Spring,Chlorination,8,28,57.34,32919,7.8,40.89,54.28,2294,27.94,517
2930,Mexico,North,2017,River,,48,77,60.62,30927,73.86,25.84,54.73,205,13.94,494
2931,Pakistan,West,2006,River,Filtration,33,84,33.42,54203,68.15,76.13,59.25,1770,1.8,954
2932,Mexico,West,2014,River,Chlorination,36,35,19.35,70407,4.97,62.86,99.03,1103,13.12,764
2933,China,Central,2017,Well,Boiling,20,77,14.8,55326,94.13,10.97,64.52,1401,26.38,706
2934,USA,South,2017,Spring,Chlorination,22,59,19.84,69617,96.0,50.15,77.87,1346,30.73,717
2935,Indonesia,East,2019,River,Chlorination,23,14,93.53,14049,33.47,31.7,53.34,956,25.42,917
2936,China,East,2008,Lake,Chlorination,9,50,18.11,7048,13.06,83.21,46.07,1111,28.44,766
2937,Indonesia,East,2023,Well,Chlorination,37,49,72.93,70294,11.43,68.05,93.33,2768,9.44,536
2938,Indonesia,North,2001,Lake,,5,93,20.09,32563,84.07,58.93,79.39,1042,38.61,395
2939,Nigeria,West,2007,Spring,Chlorination,20,54,97.58,54547,45.92,17.12,66.59,2051,9.08,899
2940,USA,South,2019,Tap,Filtration,36,11,37.93,72983,0.95,84.45,46.91,762,6.8,696
2941,Ethiopia,North,2001,Lake,Chlorination,28,49,42.39,40504,92.54,21.54,40.63,2037,9.99,468
2942,Mexico,West,2010,Tap,Chlorination,39,61,41.64,38496,59.27,46.06,40.17,2574,38.88,833
2943,Ethiopia,West,2006,Well,Boiling,20,4,82.01,12967,69.04,64.48,60.3,2131,2.6,106
2944,Nigeria,South,2005,Lake,Chlorination,21,26,23.39,31351,82.36,49.58,89.99,2991,30.94,23
2945,Indonesia,South,2009,Lake,Boiling,34,78,83.44,33237,81.86,80.6,90.48,1228,4.21,164
2946,Pakistan,South,2004,Pond,Boiling,45,89,66.39,92646,7.58,76.83,79.6,242,30.93,909
2947,Mexico,North,2010,Well,,4,8,23.59,91623,57.4,20.83,63.4,1789,11.08,687
2948,Mexico,Central,2000,Well,Boiling,14,34,8.41,91068,69.62,59.41,38.79,2378,29.06,625
2949,USA,South,2001,River,Boiling,40,12,77.95,21894,8.56,14.18,58.31,1438,1.96,733
2950,Brazil,Central,2023,Spring,Filtration,46,43,23.46,44524,22.24,67.65,75.58,1107,13.38,139
2951,India,North,2000,Lake,Filtration,18,45,89.13,20935,39.58,68.88,67.6,776,18.58,13
2952,India,Central,2018,Lake,Boiling,15,96,14.72,20460,88.65,37.56,61.12,459,0.83,762
2953,India,East,2001,Well,,39,97,62.4,90255,85.06,72.93,54.26,2683,7.23,161
2954,Brazil,Central,2020,Well,Filtration,46,67,69.83,24979,78.21,62.22,80.2,2630,6.75,658
2955,USA,South,2019,Spring,Filtration,42,76,66.45,56305,99.03,50.32,87.38,2957,19.26,668
2956,Brazil,North,2022,Well,,22,73,32.97,98069,24.27,46.42,77.83,1641,5.33,199
2957,India,South,2020,Tap,Chlorination,3,52,87.8,51944,46.78,18.73,95.03,1698,39.09,977
2958,Nigeria,East,2023,Tap,Filtration,20,0,77.44,87299,44.67,52.49,82.39,1332,35.48,690
2959,China,South,2003,Pond,Boiling,23,10,52.0,24089,67.89,22.49,56.05,727,8.97,137
2960,Indonesia,South,2011,Tap,Boiling,41,49,61.12,99942,85.02,62.48,69.34,2962,9.37,613
2961,Brazil,South,2021,Tap,Boiling,25,8,57.5,10052,49.17,57.58,60.35,1877,37.9,598
2962,USA,West,2019,Spring,,41,37,94.78,80830,49.15,33.24,63.71,1069,11.98,465
2963,USA,East,2017,Lake,Boiling,1,86,89.85,25131,60.83,29.76,91.66,2231,16.93,87
2964,Ethiopia,South,2000,Tap,Chlorination,39,12,25.08,86939,74.25,48.08,44.07,785,28.06,443
2965,China,South,2000,Pond,,7,4,27.75,45605,20.13,51.0,21.05,1788,13.76,635
2966,Pakistan,South,2023,Well,Filtration,8,24,98.18,77664,96.19,73.83,75.65,1341,36.1,595
2967,Mexico,North,2013,Tap,,1,9,25.18,31592,9.21,34.32,34.48,774,23.56,134
2968,India,West,2003,Pond,Boiling,13,4,95.44,76187,2.31,42.27,32.34,340,22.69,221
2969,Pakistan,North,2004,Spring,,19,21,65.68,30557,35.88,37.46,99.4,2472,22.17,202
2970,Ethiopia,West,2010,Well,,1,41,6.91,89124,70.14,41.53,41.34,1406,4.48,597
2971,India,South,2023,Pond,,3,88,34.9,39459,97.81,55.37,36.3,2408,31.62,236
2972,China,East,2022,Tap,,34,19,48.66,6265,93.28,54.6,35.28,1285,22.88,349
2973,Ethiopia,Central,2012,Lake,Chlorination,13,27,83.64,25313,68.85,38.91,52.99,596,2.14,853
2974,India,Central,2015,Well,,20,20,34.2,36307,43.65,58.19,52.75,2064,34.01,149
2975,China,South,2023,Well,Boiling,47,10,32.44,49009,59.58,59.28,70.6,1620,29.18,688
2976,Bangladesh,North,2012,Lake,Filtration,14,92,92.19,58232,96.87,52.15,28.29,2263,11.56,422
2977,Pakistan,East,2023,Well,Chlorination,38,68,9.75,28482,26.55,46.19,70.84,2476,11.44,195
2978,Pakistan,West,2021,Tap,,49,36,56.05,91296,47.83,16.23,56.29,637,20.19,332
2979,Mexico,South,2001,Well,Filtration,19,48,51.42,86403,69.29,53.3,36.61,2661,0.29,848
2980,China,East,2015,Tap,Chlorination,5,68,7.62,65891,1.03,67.02,82.26,2856,32.38,224
2981,Brazil,East,2005,Lake,Boiling,27,32,10.6,82052,38.13,27.23,57.93,2055,37.68,598
2982,Bangladesh,West,2013,River,Boiling,47,44,39.43,49838,56.79,72.23,77.36,851,17.86,518
2983,Nigeria,East,2000,Lake,Filtration,42,99,15.15,48747,90.09,56.91,93.65,2377,21.46,84
2984,India,North,2016,Tap,,1,7,48.85,27819,99.2,29.0,48.27,854,32.39,418
2985,Bangladesh,North,2010,Spring,Filtration,27,5,61.67,69464,55.63,23.04,91.83,1048,11.1,637
2986,China,North,2018,Lake,Chlorination,33,14,69.76,27486,94.46,29.63,36.03,2939,19.67,349
2987,Indonesia,East,2002,Spring,Filtration,13,14,55.55,28310,9.93,70.73,37.77,1386,4.44,570
2988,India,North,2010,Spring,Filtration,8,8,39.21,31227,70.13,30.04,73.1,677,28.08,328
2989,USA,West,2004,Tap,,22,60,14.72,89174,40.06,64.66,28.21,1858,31.71,248
2990,Pakistan,East,2016,Tap,Boiling,43,55,26.25,65879,75.1,53.67,56.38,1261,2.68,519
2991,China,Central,2021,River,,34,4,43.1,96782,86.77,53.75,37.11,1175,35.3,804
2992,USA,East,2006,Pond,Boiling,21,25,92.56,87489,5.37,78.21,65.67,1987,14.98,463
2993,Mexico,West,2009,Well,,4,86,21.85,19818,93.55,79.98,84.55,718,36.89,719
2994,Ethiopia,Central,2010,Lake,Boiling,40,79,42.51,62922,6.82,52.95,23.39,1391,36.01,496
2995,Nigeria,East,2002,Tap,,28,56,73.77,21255,75.34,15.22,53.06,264,31.64,882
2996,Nigeria,North,2019,Lake,Boiling,34,34,71.11,79148,6.91,22.89,78.45,2699,33.21,67
2997,USA,South,2009,Pond,Boiling,49,9,96.63,48569,86.17,85.89,47.38,1052,11.57,643
2998,Pakistan,South,2009,Pond,Boiling,33,90,20.71,49099,20.5,20.78,23.34,369,14.69,643
2999,Mexico,North,2013,Spring,Boiling,3,79,3.62,72970,43.41,76.83,67.31,937,9.6,274
